Column1,Column2,Column3
0,29.418976,8456.322849
0.181658,29.433487,8447.821473
0.325676,29.449145,8438.657811
0.46783,29.448884,8438.810918
0.611362,29.41715,8457.393529
0.754152,29.437592,8445.418118
0.89668,29.441408,8443.185094
1.039474,29.434558,8447.194802
1.181375,29.404926,8464.562424
1.324225,29.429947,8449.895081
1.466607,29.438533,8444.867347
1.609837,29.451501,8437.279993
1.75281,29.442864,8442.333029
1.895739,29.434247,8447.376964
2.038648,29.449489,8438.456686
2.181198,29.418311,8456.712962
2.324434,29.430266,8449.707953
2.466866,29.430305,8449.685347
2.61024,29.425436,8452.53758
2.752367,29.435967,8446.369636
2.895647,29.426547,8451.886623
3.038533,29.452653,8436.606135
3.18099,29.444655,8441.284968
3.323883,29.438552,8444.85664
3.4666,29.429119,8450.379619
3.609812,29.436014,8446.34206
3.752626,29.449068,8438.702849
3.89422,29.452282,8436.823262
4.036882,29.413287,8459.658066
4.179568,29.442873,8442.327717
4.322027,29.42421,8453.255842
4.465246,29.429257,8450.299292
4.607642,29.44303,8442.23571
4.750306,29.421616,8454.77557
4.893279,29.443452,8441.988809
5.061592,29.398023,8468.613738
5.205058,29.446428,8440.247522
5.3472,29.429881,8449.933502
5.491105,29.451689,8437.169964
5.633243,29.436947,8445.795777
5.776615,29.446924,8439.957456
5.919248,29.43036,8449.652987
6.061946,29.426434,8451.952588
6.204481,29.428334,8450.839419
6.347414,29.412358,8460.203017
6.490643,29.42507,8452.751613
6.635387,29.457143,8433.981151
6.778857,29.447171,8439.812694
6.922645,29.416716,8457.647832
7.066598,29.425147,8452.706832
7.210897,29.412837,8459.92209
7.35347,29.4237,8453.554579
7.497296,29.42317,8453.865314
7.640197,29.453247,8436.259237
7.783803,29.417653,8457.098343
7.927097,29.424841,8452.886135
8.069757,29.443569,8441.920401
8.213523,29.436887,8445.831082
8.355749,29.454051,8435.788863
8.499014,29.433146,8448.021388
8.642343,29.430308,8449.683485
8.785125,29.424832,8452.891365
8.927778,29.401327,8466.674407
9.072686,29.418539,8456.579273
9.215064,29.441883,8442.906753
9.358498,29.4407,8443.599132
9.502123,29.437072,8445.722872
9.644445,29.42164,8454.761752
9.787685,29.432127,8448.618312
9.930609,29.433038,8448.084789
10.073504,29.436502,8446.056675
10.217605,29.421562,8454.80732
10.360589,29.428775,8450.581637
10.518927,29.432783,8448.234215
10.661523,29.434562,8447.19207
10.80494,29.433755,8447.665014
10.94747,29.418327,8456.703643
11.090626,29.424918,8452.841145
11.233197,29.441391,8443.195029
11.376416,29.433521,8447.801597
11.520264,29.41269,8460.008303
11.664303,29.426481,8451.924912
11.807627,29.436627,8445.98331
11.95029,29.429907,8449.918027
12.093646,29.429781,8449.992175
12.236685,29.412388,8460.185573
12.379334,29.439697,8444.185954
12.521756,29.429137,8450.369078
12.664156,29.427043,8451.596149
12.807512,29.458633,8433.110326
12.949218,29.410138,8461.505054
13.092881,29.422244,8454.407727
13.235288,29.41574,8458.220224
13.377957,29.420689,8455.318872
13.521636,29.42335,8453.759676
13.664465,29.416841,8457.574686
13.807386,29.4177,8457.070825
13.950005,29.439892,8444.072057
14.092125,29.438488,8444.893818
14.235019,29.409287,8462.004366
14.378221,29.433392,8447.877311
14.521908,29.419834,8455.820146
14.664798,29.423963,8453.400354
14.8087,29.454274,8435.658353
14.950875,29.423709,8453.549571
15.093575,29.4184,8456.660673
15.237019,29.421074,8455.09367
15.379607,29.429975,8449.878336
15.522851,29.423186,8453.855972
15.664827,29.408916,8462.22201
15.808099,29.435581,8446.595452
15.956949,29.424214,8453.253608
16.099085,29.422741,8454.116615
16.241817,29.427569,8451.28751
16.385782,29.423229,8453.830594
16.528535,29.409283,8462.006671
16.671641,29.411274,8460.838883
16.814597,29.430675,8449.468487
16.957345,29.422499,8454.258308
17.100492,29.414992,8458.658449
17.242822,29.41888,8456.379465
17.384814,29.407948,8462.789498
17.527407,29.437387,8445.538529
17.67063,29.423229,8453.830594
17.813729,29.414612,8458.881311
17.955937,29.426736,8451.775835
18.099096,29.387514,8474.784407
18.241715,29.413758,8459.382392
18.383585,29.408311,8462.576729
18.526731,29.410833,8461.09742
18.670123,29.425833,8452.304677
18.812638,29.423587,8453.620603
18.956295,29.414565,8458.909139
19.099939,29.417415,8457.237915
19.243327,29.430494,8449.574589
19.385846,29.411663,8460.610752
19.528729,29.415899,8458.126649
19.67128,29.424572,8453.04358
19.814345,29.414336,8459.043385
19.957638,29.427151,8451.5329
20.100364,29.423576,8453.62748
20.243768,29.419078,8456.263044
20.387236,29.395129,8470.312585
20.529983,29.384978,8476.274286
20.673179,29.398058,8468.593289
20.81641,29.400174,8467.35087
20.958437,29.39671,8469.384202
21.100968,29.399448,8467.776934
21.244275,29.39112,8472.666354
21.38662,29.433871,8447.596868
21.529644,29.409836,8461.681897
21.672701,29.394792,8470.51012
21.816133,29.390564,8472.992954
21.958126,29.41862,8456.531541
22.10167,29.420866,8455.215113
22.244714,29.42804,8451.011702
22.386858,29.38907,8473.870692
22.531599,29.406743,8463.496547
22.675097,29.420751,8455.282714
22.819325,29.395193,8470.274763
22.962707,29.40546,8464.249205
23.108764,29.407444,8463.08519
23.25563,29.411926,8460.456557
23.39958,29.410424,8461.337249
23.542348,29.400498,8467.160919
23.686445,29.420927,8455.179733
23.829807,29.409071,8462.130819
23.972653,29.403815,8465.214434
24.1158,29.39884,8468.133862
24.258597,29.407896,8462.820131
24.402032,29.405884,8464.000363
24.543992,29.41168,8460.600863
24.68661,29.410497,8461.294546
24.832973,29.418214,8456.769491
24.978343,29.390941,8472.77178
25.124243,29.410267,8461.429155
25.267722,29.389005,8473.90889
25.412649,29.395474,8470.109682
25.555893,29.403279,8465.52878
25.699004,29.413528,8459.516895
25.842641,29.389662,8473.522944
25.98537,29.415865,8458.146502
26.128767,29.399638,8467.665551
26.271642,29.401884,8466.347476
26.414698,29.386526,8475.364746
26.556976,29.394806,8470.502035
26.700341,29.382657,8477.638407
26.84403,29.378997,8479.789005
26.986105,29.397544,8468.894902
27.129898,29.386976,8475.100808
27.272851,29.39639,8469.572122
27.415686,29.374031,8482.708497
27.55868,29.400132,8467.375367
27.701052,29.375667,8481.746609
27.844356,29.406372,8463.713854
27.986692,29.396576,8469.462835
28.128794,29.382981,8477.447901
28.271518,29.408985,8462.18135
28.414518,29.401799,8466.397098
28.557787,29.388393,8474.268165
28.699839,29.409093,8462.11773
28.842417,29.396253,8469.652472
28.985758,29.392664,8471.759839
29.127586,29.4122,8460.295512
29.271185,29.384578,8476.509304
29.414761,29.40889,8462.237208
29.55654,29.392911,8471.614665
29.699981,29.409678,8461.77491
29.842767,29.395032,8470.369508
29.985412,29.421243,8454.994499
30.128647,29.429117,8450.381256
30.271077,29.383607,8477.079944
30.414427,29.401308,8466.685503
30.556638,29.407638,8462.971377
30.699913,29.407323,8463.155987
30.842861,29.406499,8463.63972
30.984891,29.420293,8455.551183
31.128415,29.386985,8475.095149
31.27119,29.395697,8469.979276
31.414058,29.421359,8454.926282
31.55739,29.424392,8453.149127
31.69983,29.405147,8464.432658
31.842741,29.404295,8464.932481
31.985565,29.427281,8451.456509
32.128212,29.411714,8460.581035
32.270451,29.385531,8475.949476
32.414088,29.413054,8459.794916
32.556856,29.435069,8446.895576
32.69991,29.413281,8459.661745
32.841927,29.415738,8458.221416
32.985257,29.414937,8458.690788
33.127839,29.411984,8460.422665
33.271013,29.427165,8451.524334
33.413156,29.429177,8450.345755
33.555794,29.403576,8465.354608
33.699031,29.416648,8457.687639
33.841799,29.42641,8451.966651
33.984795,29.428975,8450.464248
34.126835,29.409024,8462.15838
34.270761,29.436799,8445.882351
34.412959,29.433092,8448.052782
34.556512,29.413199,8459.709934
34.698379,29.43142,8449.032382
34.841484,29.405153,8464.428981
34.984412,29.430037,8449.842093
35.127233,29.438118,8445.110427
35.27017,29.418159,8456.801702
35.412757,29.42637,8451.990011
35.554923,29.414646,8458.861439
35.697733,29.440102,8443.949326
35.840227,29.426581,8451.866696
35.983514,29.404827,8464.620679
36.125154,29.44473,8441.241115
36.268744,29.429205,8450.329431
36.41085,29.43171,8448.86248
36.554376,29.411209,8460.876978
36.695981,29.445344,8440.881815
36.838556,29.410692,8461.180161
36.981359,29.427312,8451.438076
37.124066,29.385979,8475.686085
37.266701,29.451745,8437.137309
37.409524,29.416765,8457.618959
37.552524,29.427841,8451.128405
37.694959,29.429714,8450.031513
37.83689,29.433541,8447.790164
37.980168,29.411449,8460.736298
38.123025,29.413478,8459.5463
38.270017,29.424236,8453.240404
38.413776,29.427108,8451.557948
38.557405,29.437719,8445.343754
38.700148,29.439366,8444.380057
38.842767,29.41206,8460.377715
38.985749,29.41692,8457.528533
39.128624,29.431755,8448.835759
39.27224,29.433582,8447.766106
39.414898,29.418639,8456.520489
39.558165,29.413391,8459.597154
39.700959,29.403772,8465.239753
39.844394,29.44508,8441.036212
39.987001,29.412928,8459.868557
40.129867,29.428746,8450.598119
40.273833,29.452298,8436.81382
40.417873,29.426993,8451.625232
40.561079,29.425899,8452.265868
40.704328,29.422276,8454.38928
40.846931,29.440842,8443.515933
40.989645,29.424588,8453.034496
41.132484,29.431412,8449.036857
41.275071,29.43553,8446.625408
41.417531,29.434934,8446.974206
41.55991,29.430733,8449.434606
41.70317,29.415143,8458.570255
41.845948,29.445875,8440.571058
41.988728,29.42922,8450.320431
42.131606,29.430695,8449.457006
42.274259,29.438584,8444.83752
42.417466,29.415566,8458.32198
42.560438,29.428825,8450.551867
42.702086,29.423818,8453.485193
42.845337,29.414528,8458.93088
42.987586,29.407537,8463.030905
43.131738,29.423492,8453.676406
43.274556,29.417868,8456.972567
43.417409,29.411685,8460.597644
43.559715,29.422712,8454.133215
43.702569,29.411203,8460.880219
43.845385,29.42839,8450.807105
43.987773,29.427848,8451.124537
44.130829,29.419402,8456.073437
44.273705,29.408426,8462.509039
44.416535,29.428784,8450.576062
44.593765,29.41101,8460.99374
44.736019,29.426807,8451.734091
44.879015,29.431168,8449.179744
45.021655,29.411782,8460.540746
45.163778,29.427102,8451.561136
45.307013,29.429457,8450.181667
45.449728,29.424645,8453.000718
45.59143,29.405634,8464.147199
45.734782,29.408126,8462.68517
45.876699,29.414553,8458.915994
46.019797,29.429148,8450.362612
46.162777,29.419052,8456.27877
46.304762,29.405024,8464.504697
46.448625,29.42243,8454.298617
46.59028,29.424315,8453.194455
46.733163,29.42661,8451.849405
46.876617,29.418261,8456.742182
47.019775,29.421464,8454.864614
47.163197,29.426421,8451.960113
47.306221,29.420677,8455.326169
47.450071,29.416648,8457.687959
47.592721,29.42419,8453.267644
47.735029,29.419085,8456.259194
47.878248,29.412172,8460.312124
48.021218,29.417146,8457.395926
48.163127,29.41375,8459.386713
48.307339,29.433965,8447.541912
48.449759,29.428106,8450.973144
48.592666,29.430033,8449.844424
48.735702,29.42025,8455.576168
48.878313,29.40899,8462.178523
49.020959,29.418818,8456.4154
49.163692,29.426211,8452.083277
49.306103,29.411735,8460.568488
49.449051,29.430377,8449.642771
49.591407,29.408822,8462.276812
49.733781,29.432506,8448.396432
49.876225,29.425117,8452.724082
50.042541,29.425312,8452.609843
50.185545,29.420252,8455.575237
50.32824,29.414675,8458.844534
50.470872,29.416849,8457.570026
50.613493,29.424967,8452.812444
50.756338,29.406828,8463.446494
50.898478,29.416124,8457.99509
51.041823,29.408891,8462.236605
51.185133,29.41103,8460.98217
51.327815,29.422802,8454.080655
51.469784,29.397028,8469.19739
51.612848,29.408262,8462.60562
51.755358,29.410368,8461.36992
51.897572,29.424225,8453.247105
52.04017,29.399106,8467.977659
52.181635,29.413499,8459.533895
52.324634,29.404519,8464.801305
52.466669,29.421544,8454.818138
52.608944,29.40965,8461.791538
52.752721,29.405559,8464.190894
52.894414,29.41549,8458.366515
53.03637,29.416428,8457.816559
53.178965,29.431377,8449.057527
53.32179,29.414067,8459.200875
53.465065,29.408684,8462.357861
53.607338,29.408032,8462.740284
53.750634,29.411099,8460.941694
53.893128,29.408149,8462.671758
54.038387,29.411431,8460.746994
54.18235,29.41377,8459.374988
54.326477,29.419932,8455.762744
54.469496,29.414101,8459.180896
54.614506,29.427158,8451.528732
54.75807,29.412687,8460.010003
54.90067,29.403377,8465.471443
55.043936,29.405135,8464.43996
55.187023,29.423896,8453.439632
55.330453,29.440429,8443.758004
55.498483,29.426682,8451.807188
55.641891,29.428605,8450.680964
55.78475,29.421127,8455.062628
55.927595,29.441175,8443.321224
56.070571,29.425776,8452.338103
56.213768,29.411167,8460.901557
56.355601,29.431117,8449.209909
56.499015,29.419246,8456.165037
56.641241,29.415904,8458.124129
56.783837,29.428471,8450.759511
56.927635,29.422734,8454.120766
57.069798,29.415909,8458.120914
57.212374,29.424367,8453.163833
57.356119,29.411105,8460.937851
57.499482,29.426984,8451.630581
57.642132,29.420682,8455.323315
57.785472,29.41263,8460.04357
57.928455,29.414826,8458.75581
58.072078,29.410463,8461.314288
58.214564,29.429568,8450.117109
58.357918,29.417287,8457.313031
58.49995,29.415134,8458.575237
58.64249,29.415142,8458.570923
58.785789,29.419869,8455.799669
58.929099,29.434342,8447.321053
59.071886,29.420696,8455.315193
59.214392,29.417005,8457.478446
59.357115,29.420742,8455.288005
59.500152,29.415017,8458.644113
59.642722,29.419017,8456.298905
59.784543,29.411155,8460.90861
59.927422,29.40239,8466.050353
60.070835,29.433114,8448.040184
60.213944,29.42009,8455.670089
60.356401,29.42259,8454.205261
60.499732,29.431006,8449.274909
60.641903,29.419062,8456.272834
60.785123,29.438526,8444.871357
60.950788,29.42996,8449.887311
61.093305,29.40064,8467.07776
61.235416,29.416643,8457.690944
61.377861,29.424331,8453.184889
61.519471,29.405374,8464.29936
61.66235,29.403518,8465.388865
61.805931,29.411559,8460.67179
61.949254,29.405261,8464.365846
62.091973,29.400131,8467.376218
62.234225,29.408353,8462.551733
62.377499,29.41912,8456.238523
62.520383,29.429581,8450.109299
62.663644,29.410782,8461.127271
62.806524,29.407424,8463.096986
62.948994,29.408408,8462.519882
63.097197,29.418991,8456.314397
63.24032,29.412333,8460.217574
63.382451,29.411909,8460.466174
63.524599,29.422784,8454.091124
63.674901,29.398206,8468.506404
63.819263,29.400267,8467.29627
63.962264,29.405414,8464.276143
64.103556,29.405118,8464.45003
64.247627,29.417732,8457.052492
64.390027,29.40102,8466.854346
64.533001,29.397848,8468.71627
64.675965,29.420248,8455.577812
64.819366,29.410502,8461.291359
64.962348,29.407935,8462.797459
65.104194,29.40182,8466.384789
65.247161,29.407035,8463.324878
65.389658,29.402329,8466.08645
65.532447,29.395386,8470.161529
65.675821,29.403232,8465.556175
65.818655,29.403385,8465.466429
65.960629,29.395925,8469.845121
66.103554,29.391037,8472.71531
66.246483,29.414225,8459.108273
66.388633,29.412945,8459.858917
66.53109,29.389046,8473.884671
66.673982,29.421396,8454.904842
66.817627,29.414392,8459.010291
66.959897,29.418899,8456.368284
67.103321,29.418868,8456.386213
67.245892,29.409549,8461.850553
67.40698,29.419831,8455.822034
67.550195,29.405609,8464.161551
67.692995,29.401564,8466.535327
67.835063,29.405911,8463.984811
67.978701,29.406085,8463.882652
68.121687,29.403162,8465.59761
68.263743,29.39456,8470.646517
68.406617,29.401672,8466.471764
68.549123,29.402275,8466.118252
68.692458,29.407975,8462.774015
68.835277,29.403381,8465.469191
68.977147,29.395725,8469.96254
69.120368,29.408582,8462.417889
69.262933,29.393075,8471.518475
69.405382,29.401877,8466.351647
69.547059,29.405424,8464.270537
69.691064,29.396452,8469.535638
69.835907,29.411674,8460.604205
69.982322,29.421123,8455.064822
70.127646,29.389157,8473.819641
70.272346,29.40797,8462.776786
70.41739,29.41864,8456.519934
70.562977,29.420485,8455.438473
70.706121,29.398471,8468.350295
70.849573,29.408914,8462.223151
70.993917,29.389371,8473.693902
71.136822,29.406902,8463.403442
71.2793,29.400256,8467.303059
71.421773,29.41374,8459.392515
71.565974,29.419393,8456.078433
71.708823,29.376093,8481.49627
71.854759,29.411187,8460.889887
71.997903,29.40332,8465.505025
72.140928,29.384295,8476.675921
72.283771,29.393033,8471.5432
72.425889,29.404635,8464.732976
72.569677,29.398747,8468.18855
72.713387,29.401119,8466.796172
72.85639,29.392043,8472.124815
73.025948,29.416717,8457.647053
73.169114,29.392181,8472.043531
73.312017,29.401983,8466.289314
73.455854,29.41087,8461.075884
73.59834,29.405259,8464.367215
73.741621,29.410018,8461.575622
73.883725,29.404793,8464.640278
74.026038,29.405188,8464.408478
74.168089,29.41061,8461.227975
74.310452,29.421095,8455.081217
74.45362,29.407612,8462.9866
74.596914,29.409905,8461.641925
74.744307,29.413301,8459.650308
74.885935,29.413571,8459.491721
75.029365,29.406659,8463.545672
75.172194,29.411557,8460.672833
75.314972,29.409338,8461.974325
75.456831,29.41263,8460.043703
75.599914,29.416063,8458.030483
75.743008,29.39065,8472.942823
75.885811,29.405669,8464.126757
76.028511,29.412343,8460.211884
76.171307,29.411039,8460.976414
76.313343,29.417115,8457.413883
76.4561,29.39586,8469.883543
76.599393,29.399345,8467.837571
76.74193,29.395735,8469.956728
76.884135,29.404466,8464.832092
77.026741,29.406744,8463.495795
77.170018,29.39665,8469.419291
77.312733,29.403942,8465.139758
77.455359,29.392777,8471.693633
77.597508,29.411244,8460.856562
77.740437,29.39184,8472.243612
77.883286,29.415143,8458.569977
78.026402,29.414664,8458.851147
78.169172,29.409123,8462.100165
78.312335,29.407874,8462.832908
78.454052,29.399325,8467.849499
78.634827,29.416229,8457.933434
78.776306,29.402567,8465.946345
78.918904,29.426708,8451.792264
79.062134,29.412802,8459.942667
79.204174,29.414619,8458.877513
79.347775,29.403368,8465.476668
79.491554,29.405565,8464.1875
79.634573,29.406543,8463.613978
79.77782,29.401139,8466.784509
79.920731,29.401966,8466.299582
80.063771,29.408458,8462.490489
80.20593,29.420728,8455.295996
80.348485,29.41673,8457.639535
80.491842,29.411923,8460.458078
80.633845,29.406472,8463.655595
80.778113,29.425849,8452.295447
80.922195,29.421402,8454.90105
81.065065,29.414296,8459.066404
81.208,29.41159,8460.653208
81.351272,29.413542,8459.508713
81.494346,29.433418,8447.862407
81.636888,29.4118,8460.530077
81.780552,29.414341,8459.040009
81.923398,29.415337,8458.456058
82.067871,29.428846,8450.539511
82.210751,29.418574,8456.558952
82.354018,29.415097,8458.597134
82.496218,29.419715,8455.889751
82.63978,29.425323,8452.603801
82.782378,29.418121,8456.824198
82.924887,29.406305,8463.753442
83.06754,29.430784,8449.40441
83.209698,29.413206,8459.705988
83.35261,29.423003,8453.962878
83.494676,29.407972,8462.775472
83.63777,29.412133,8460.334858
83.781147,29.409523,8461.865726
83.92465,29.415022,8458.640958
84.067487,29.398841,8468.133553
84.209918,29.41787,8456.971362
84.352828,29.410393,8461.355313
84.496657,29.427347,8451.417704
84.640319,29.420132,8455.645255
84.782318,29.426461,8451.936977
84.924785,29.425034,8452.772675
85.069595,29.410227,8461.45308
85.215578,29.417863,8456.975225
85.35997,29.423787,8453.5033
85.506963,29.424417,8453.134513
85.651608,29.427234,8451.483991
85.793705,29.424017,8453.368661
85.94081,29.423416,8453.721257
86.084521,29.419714,8455.890764
86.228853,29.409654,8461.788785
86.371859,29.431245,8449.134793
86.516421,29.434982,8446.946225
86.660789,29.431419,8449.032528
86.804565,29.420692,8455.317247
86.949118,29.406657,8463.546857
87.093285,29.426657,8451.822341
87.236038,29.420914,8455.187423
87.378843,29.413545,8459.506914
87.52182,29.432422,8448.445323
87.665488,29.420281,8455.558068
87.808753,29.412266,8460.257109
87.951665,29.404039,8465.083103
88.093693,29.418754,8456.452913
88.236273,29.42421,8453.255964
88.37932,29.417747,8457.043537
88.521901,29.411821,8460.517928
88.664646,29.429632,8450.079144
88.807859,29.412442,8460.153732
88.95069,29.416516,8457.765037
89.09318,29.403367,8465.476936
89.23559,29.412783,8459.953621
89.378011,29.413306,8459.647095
89.521088,29.400443,8467.192881
89.663824,29.41545,8458.389874
89.808738,29.401432,8466.612955
89.953667,29.417014,8457.472889
90.097384,29.413066,8459.787645
90.24083,29.420386,8455.496372
90.383314,29.416371,8457.850359
90.526843,29.407366,8463.131178
90.669719,29.40636,8463.721431
90.812855,29.417063,8457.444545
90.955783,29.407345,8463.143487
91.099213,29.403013,8465.684729
91.242273,29.395781,8469.929926
91.384347,29.409725,8461.747168
91.528126,29.404248,8464.960546
91.671285,29.392724,8471.724687
91.813426,29.41477,8458.788909
91.956296,29.409606,8461.81733
92.09865,29.408152,8462.670104
92.241318,29.404288,8464.936747
92.383883,29.398126,8468.55315
92.527783,29.420157,8455.630814
92.6712,29.405066,8464.480472
92.813663,29.41389,8459.304707
92.956923,29.414414,8458.997596
93.099465,29.402524,8465.971993
93.242918,29.407445,8463.08478
93.385337,29.398018,8468.616771
93.527735,29.394248,8470.830014
93.670405,29.406337,8463.734626
93.813367,29.386669,8475.280791
93.955451,29.427799,8451.153148
94.098079,29.404467,8464.832008
94.264524,29.408803,8462.287806
94.407085,29.395304,8470.21
94.549579,29.399289,8467.870551
94.693039,29.39364,8471.186799
94.835739,29.401379,8466.643659
94.97858,29.387193,8474.973144
95.121144,29.412349,8460.208458
95.26387,29.394706,8470.561066
95.406542,29.399188,8467.929987
95.550498,29.386692,8475.267695
95.692957,29.396774,8469.346653
95.835141,29.418342,8456.694449
95.977953,29.390288,8473.155406
96.120755,29.40002,8467.44117
96.263029,29.368808,8485.780324
96.405769,29.398992,8468.044952
96.549472,29.373831,8482.826378
96.69189,29.406124,8463.859759
96.834881,29.408448,8462.496089
96.9773,29.404685,8464.704057
97.120061,29.406567,8463.599627
97.263296,29.406069,8463.891634
97.406201,29.390743,8472.887693
97.548409,29.402295,8466.106486
97.690472,29.392736,8471.717765
97.833403,29.408705,8462.345705
97.976774,29.406602,8463.579399
98.119719,29.401064,8466.828751
98.262609,29.412487,8460.127589
98.404735,29.399611,8467.681239
98.547964,29.406211,8463.80847
98.69065,29.387216,8474.959457
98.833395,29.418034,8456.875061
98.975605,29.392691,8471.743819
99.118096,29.381745,8478.174123
99.261765,29.393535,8471.248301
99.404707,29.403593,8465.344523
99.547782,29.413433,8459.572772
99.690299,29.392696,8471.740915
99.833636,29.398613,8468.266966
99.976612,29.378104,8480.313814
100.119563,29.391123,8472.664715
100.262972,29.377938,8480.411541
100.406647,29.398695,8468.219214
100.549192,29.395809,8469.912983
100.691977,29.396921,8469.260581
100.834012,29.402222,8466.149136
100.97681,29.387996,8474.501328
101.118813,29.406305,8463.753466
101.26229,29.400375,8467.232903
101.405561,29.377151,8480.874216
101.548611,29.394403,8470.738998
101.69177,29.410501,8461.292245
101.83385,29.401957,8466.30453
101.976557,29.408941,8462.206845
102.119552,29.397712,8468.796268
